STATE_UT_NAME,AC_NO,AC_NAME,CANDIDATE_NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL_VOTES,POSTAL_VOTES,TOTAL_VOTES,VOTES_POLLED_PCT,TOTAL_ELECTORS
Tamil Nadu,52,Bargur,MANI K,MALE,31.0,GENERAL,IND,Gas Cylinder,318,0,318,0.16,248335
Tamil Nadu,52,Bargur,SANTHAMOORTHI K,MALE,44.0,GENERAL,IND,Scissors,215,0,215,0.11,248335
Tamil Nadu,52,Bargur,VASANTHARAJ P,MALE,47.0,SC,APTADMK,Jackfruit,180,3,183,0.09,248335
Tamil Nadu,52,Bargur,AANDI A,MALE,60.0,GENERAL,VTVTK,Pestle and Mortar,120,1,121,0.06,248335
Tamil Nadu,52,Bargur,KALPANA D,FEMALE,30.0,GENERAL,IND,Plastering Trowel,115,4,119,0.06,248335
Tamil Nadu,52,Bargur,KRISHNAN A,MALE,46.0,GENERAL,IND,Electric Pole,107,1,108,0.05,248335
Tamil Nadu,53,Krishnagiri,Ashokkumar.K,MALE,68.0,GENERAL,ADMK,Two Leaves,95300,750,96050,45.38,268189
Tamil Nadu,53,Krishnagiri,SENGUTTUVAN.T,MALE,68.0,GENERAL,DMK,Rising Sun,93507,1749,95256,45.01,268189
Tamil Nadu,53,Krishnagiri,NIRANDARI.V,FEMALE,26.0,GENERAL,NTK,Ganna Kisan,11009,128,11137,5.26,268189
Tamil Nadu,53,Krishnagiri,RAVISHANKAR.R.K,MALE,54.0,GENERAL,MNM,Battery Torch,3423,32,3455,1.63,268189
Tamil Nadu,53,Krishnagiri,NOTA,,,,NOTA,NOTA,1827,10,1837,0.87,268189
Tamil Nadu,53,Krishnagiri,CHANDRAMOHAN.K.M,MALE,50.0,GENERAL,NCP,Clock,1072,16,1088,0.51,268189
Tamil Nadu,53,Krishnagiri,AMEENULLA,MALE,39.0,GENERAL,AIMIM,Kite,851,7,858,0.41,268189
Tamil Nadu,53,Krishnagiri,TAMILSELVAN.S,MALE,26.0,SC,BSP,Elephant,485,3,488,0.23,268189
Tamil Nadu,53,Krishnagiri,SAKTHI.K,MALE,30.0,GENERAL,IND,COMPUTER,417,1,418,0.2,268189
Tamil Nadu,53,Krishnagiri,SIVAN.C,MALE,30.0,GENERAL,IND,Television,314,4,318,0.15,268189
Tamil Nadu,53,Krishnagiri,GOPINATH.M,MALE,43.0,GENERAL,IND,Dish Antenna,229,3,232,0.11,268189
Tamil Nadu,53,Krishnagiri,VIJAYAKUMAR.R,MALE,38.0,GENERAL,VTVTK,Pestle and Mortar,133,4,137,0.06,268189
Tamil Nadu,53,Krishnagiri,SASIKUMAR.K.S,MALE,46.0,GENERAL,APTADMK,Jackfruit,128,1,129,0.06,268189
Tamil Nadu,53,Krishnagiri,TVS GANDHI,MALE,48.0,GENERAL,IND,T.V. Remote,97,0,97,0.05,268189
Tamil Nadu,53,Krishnagiri,RUTHRAMANI.T,MALE,40.0,GENERAL,DMSK,Football,84,5,89,0.04,268189
Tamil Nadu,53,Krishnagiri,KUMARESAN.M,MALE,45.0,SC,IND,Road Roller,59,0,59,0.03,268189
Tamil Nadu,54,Veppanahalli,K.P.Munusamy,MALE,68.0,GENERAL,ADMK,Two Leaves,93855,249,94104,45.87,252085
Tamil Nadu,54,Veppanahalli,P.Murugan,MALE,51.0,GENERAL,DMK,Rising Sun,90593,457,91050,44.38,252085
Tamil Nadu,54,Veppanahalli,Sakthivel.M,MALE,46.0,GENERAL,NTK,Ganna Kisan,8287,23,8310,4.05,252085
Tamil Nadu,54,Veppanahalli,S.M.Murugesan,MALE,54.0,GENERAL,DMDK,Nagara,3592,9,3601,1.76,252085
Tamil Nadu,54,Veppanahalli,Abdul Azeez Amanullah,MALE,58.0,GENERAL,IND,Tractor Chalata Kisan,3015,7,3022,1.47,252085
Tamil Nadu,54,Veppanahalli,NOTA,,,,NOTA,NOTA,1661,1,1662,0.81,252085
Tamil Nadu,54,Veppanahalli,Jayapal.P,MALE,45.0,GENERAL,MNM,Battery torch,667,5,672,0.33,252085
Tamil Nadu,54,Veppanahalli,Ramasami.G.C,MALE,66.0,GENERAL,IND,Air Conditioner,565,2,567,0.28,252085
Tamil Nadu,54,Veppanahalli,Thangapandian.S,MALE,26.0,GENERAL,TNLK,Ring,416,3,419,0.2,252085
Tamil Nadu,54,Veppanahalli,Chakkarlappa.C,MALE,49.0,GENERAL,IND,Bat,403,2,405,0.2,252085
Tamil Nadu,54,Veppanahalli,Lakshmanan Shanmugam,MALE,56.0,GENERAL,IND,Bread,376,2,378,0.18,252085
Tamil Nadu,54,Veppanahalli,Yuvaraj.K.P.U,MALE,37.0,GENERAL,IND,Pan,285,0,285,0.14,252085
Tamil Nadu,54,Veppanahalli,Mariyappan.M,MALE,40.0,GENERAL,PT,Television,225,1,226,0.11,252085
Tamil Nadu,54,Veppanahalli,Krishnamoorthy.P,MALE,35.0,GENERAL,IND,Well,154,1,155,0.08,252085
Tamil Nadu,54,Veppanahalli,Usha.J,FEMALE,34.0,GENERAL,IND,Grapes,146,8,154,0.08,252085
Tamil Nadu,54,Veppanahalli,Valli.M,FEMALE,36.0,GENERAL,APTADMK,Jackfruit,124,7,131,0.06,252085
Tamil Nadu,55,Hosur,PRAKAASH Y,MALE,56.0,GENERAL,DMK,Rising Sun,117199,1032,118231,47.65,351771
Tamil Nadu,55,Hosur,JYOTHI S,FEMALE,44.0,GENERAL,ADMK,Two Leaves,105475,389,105864,42.67,351771
Tamil Nadu,55,Hosur,GEETHA LAKSHMI S,FEMALE,31.0,GENERAL,NTK,Ganna Kisan,11391,31,11422,4.6,351771
Tamil Nadu,55,Hosur,MASOOD S,MALE,29.0,GENERAL,MNM,Battery torch,6536,27,6563,2.65,351771
Tamil Nadu,55,Hosur,NOTA,,,,NOTA,NOTA,1968,8,1976,0.8,351771
Tamil Nadu,55,Hosur,MAREGOWDU M,MALE,46.0,GENERAL,AMMKMNKZ,Pressure Cooker,806,0,806,0.32,351771
Tamil Nadu,55,Hosur,RAMASWAMY G C,MALE,64.0,GENERAL,IND,Bead Necklace,628,1,629,0.25,351771
Tamil Nadu,55,Hosur,MUTHU R K,MALE,46.0,GENERAL,IND,Grapes,585,0,585,0.24,351771
Tamil Nadu,55,Hosur,EZHILAN S,MALE,39.0,GENERAL,VTVTK,Pestle and Mortar,460,2,462,0.19,351771
Tamil Nadu,55,Hosur,MUTHAMIZH MUDHALVAN S,MALE,65.0,GENERAL,IND,Truck,395,2,397,0.16,351771
Tamil Nadu,55,Hosur,LOKESH V,MALE,27.0,SC,IND,Almirah,361,0,361,0.15,351771
Tamil Nadu,55,Hosur,SELVAM G,MALE,59.0,GENERAL,NGPP,Pot,145,0,145,0.06,351771
Tamil Nadu,55,Hosur,BALARAJU N,MALE,47.0,GENERAL,IND,Iron,132,0,132,0.05,351771
Tamil Nadu,55,Hosur,SUNDAR L,MALE,32.0,GENERAL,SHS,Baby Walker,127,0,127,0.05,351771
Tamil Nadu,55,Hosur,SHANMUGAM R,MALE,45.0,SC,IND,Stethoscope,124,1,125,0.05,351771
Tamil Nadu,55,Hosur,DEVAPPA Y,MALE,53.0,GENERAL,IND,Water Tank,80,1,81,0.03,351771
Tamil Nadu,55,Hosur,GEETHA V,FEMALE,31.0,SC,IND,Dish Antenna,72,1,73,0.03,351771
Tamil Nadu,55,Hosur,JAYASEELAN G,MALE,45.0,GENERAL,APTADMK,Jackfruit,64,1,65,0.03,351771
Tamil Nadu,55,Hosur,KISHORE KUMAR R,MALE,39.0,GENERAL,IND,Cake,54,0,54,0.02,351771
Tamil Nadu,56,Thalli,RAMACHANDRAN.T,MALE,53.0,GENERAL,CPI,Ears of Corn And Sickle,119621,1020,120641,62.18,251215
Tamil Nadu,56,Thalli,Dr.NAGESH KUMAR.C,MALE,35.0,GENERAL,BJP,Lotus,64131,284,64415,33.2,251215
Tamil Nadu,56,Thalli,MARY SELVARANI.R,FEMALE,48.0,GENERAL,NTK,Ganna Kisan,3760,16,3776,1.95,251215
Tamil Nadu,56,Thalli,NOTA,,,,NOTA,NOTA,1963,3,1966,1.01,251215
Tamil Nadu,56,Thalli,ASHOK KUMAR.V,MALE,48.0,GENERAL,IJK,Auto- Rickshaw,782,6,788,0.41,251215
Tamil Nadu,56,Thalli,VASANTHAMMA.N,FEMALE,41.0,GENERAL,IND,Television,582,2,584,0.3,251215
Tamil Nadu,56,Thalli,KUMAR.M,MALE,46.0,GENERAL,IND,Ring,419,3,422,0.22,251215
Tamil Nadu,56,Thalli,RAVI MUNISWAMY,MALE,59.0,GENERAL,IND,Tractor Chalata Kisan,352,1,353,0.18,251215
Tamil Nadu,56,Thalli,SEKAR.M.V,MALE,50.0,GENERAL,AMMKMNKZ,Pressure Cooker,342,4,346,0.18,251215
Tamil Nadu,56,Thalli,DEVAPPA@DEVAGOWDA.Y,MALE,53.0,GENERAL,IND,Gas Cylinder,219,3,222,0.11,251215
Tamil Nadu,56,Thalli,USHA.M,FEMALE,36.0,GENERAL,NGPP,Pot,208,1,209,0.11,251215
Tamil Nadu,56,Thalli,RAVI.G,MALE,59.0,GENERAL,SP,Bicycle,162,0,162,0.08,251215
Tamil Nadu,56,Thalli,JANAKI.G,FEMALE,39.0,GENERAL,VTVTK,Pestle and Mortar,137,1,138,0.07,251215
Tamil Nadu,57,Palacode,ANBALAGAN.K.P.,MALE,62.0,GENERAL,ADMK,Two Leaves,109105,965,110070,53.28,237391
Tamil Nadu,57,Palacode,MURUGAN.P.K.,MALE,53.0,GENERAL,DMK,Rising Sun,81035,935,81970,39.68,237391
Tamil Nadu,57,Palacode,KALAISELVI.G.,FEMALE,25.0,GENERAL,NTK,Ganna Kisan,7647,57,7704,3.73,237391
Tamil Nadu,57,Palacode,VIJAYASANKAR.P.,MALE,44.0,GENERAL,DMDK,Nagara,2394,15,2409,1.17,237391
Tamil Nadu,57,Palacode,NOTA,,,,NOTA,NOTA,1348,3,1351,0.65,237391
Tamil Nadu,57,Palacode,RAJASEKAR.D.,MALE,46.0,GENERAL,MNM,Battery torch,1168,8,1176,0.57,237391
Tamil Nadu,57,Palacode,HARI.R.,MALE,44.0,SC,BSP,Elephant,580,5,585,0.28,237391
Tamil Nadu,57,Palacode,VADIVEL.M.,MALE,37.0,GENERAL,IND,Bead Necklace,464,1,465,0.23,237391
Tamil Nadu,57,Palacode,RAJKUMAR.T.,MALE,33.0,GENERAL,IND,Television,406,0,406,0.2,237391
Tamil Nadu,57,Palacode,MURUGAN.K.G.,MALE,43.0,GENERAL,IND,Dish Antenna,169,0,169,0.08,237391
Tamil Nadu,57,Palacode,MURUGAN.K.,MALE,48.0,GENERAL,IND,Cauliflower,115,5,120,0.06,237391
Tamil Nadu,57,Palacode,SHARAVANAN.M.P.,MALE,50.0,GENERAL,IND,Camera,90,0,90,0.04,237391
Tamil Nadu,57,Palacode,ANBARASU.D.,MALE,28.0,GENERAL,IND,Binoculars,79,1,80,0.04,237391
Tamil Nadu,58,Pennagaram,MANI. G.K,MALE,69.0,GENERAL,PMK,Mango,105250,873,106123,50.46,246772
Tamil Nadu,58,Pennagaram,INBASEKARAN. P.N.P,MALE,37.0,GENERAL,DMK,Rising Sun,83765,1172,84937,40.39,246772
Tamil Nadu,58,Pennagaram,TAMILAZHAGAN. R,MALE,37.0,GENERAL,NTK,Ganna Kisan,8890,55,8945,4.25,246772
Tamil Nadu,58,Pennagaram,UTHAYAKUMAR. R,MALE,46.0,GENERAL,DMDK,Nagara,2910,11,2921,1.39,246772
Tamil Nadu,58,Pennagaram,PERIYANANJAPPAN. A,MALE,38.0,GENERAL,IND,Water Melon,1959,9,1968,0.94,246772
Tamil Nadu,58,Pennagaram,NOTA,,,,NOTA,NOTA,1754,5,1759,0.84,246772
Tamil Nadu,58,Pennagaram,SHAKILA. K,FEMALE,36.0,GENERAL,MNM,Battery Torch,1451,20,1471,0.7,246772
Tamil Nadu,58,Pennagaram,THIRUMURUGAN. P,MALE,43.0,GENERAL,IND,Cot,450,1,451,0.21,246772
Tamil Nadu,58,Pennagaram,MUNUSAMY. S,MALE,51.0,SC,IND,Air Conditioner,263,2,265,0.13,246772
Tamil Nadu,58,Pennagaram,MOORTHI. S,MALE,30.0,SC,BSP,Elephant,238,7,245,0.12,246772
Tamil Nadu,58,Pennagaram,DHARUMAN. K,MALE,31.0,GENERAL,IND,CCTV Camera,242,1,243,0.12,246772
Tamil Nadu,58,Pennagaram,MANI. K.G.,MALE,40.0,SC,IND,Grapes,211,1,212,0.1,246772
Tamil Nadu,58,Pennagaram,ANNADURAI. C,MALE,33.0,GENERAL,DMSK,Football,208,3,211,0.1,246772
Tamil Nadu,58,Pennagaram,ANNADURAI. V,MALE,38.0,GENERAL,IND,Television,207,0,207,0.1,246772
Tamil Nadu,58,Pennagaram,MANI. P,MALE,51.0,GENERAL,IND,Sewing Machine,202,3,205,0.1,246772
Tamil Nadu,58,Pennagaram,SIVALINGAM. N,MALE,41.0,GENERAL,IND,Table,139,3,142,0.07,246772
Tamil Nadu,59,Dharmapuri,VENKATESHWARAN.S.P.,MALE,54.0,GENERAL,PMK,Mango,104415,1215,105630,48.6,269773
Tamil Nadu,59,Dharmapuri,SUBRAMANI.P,MALE,62.0,GENERAL,DMK,Rising Sun,76846,1924,78770,36.24,269773
Tamil Nadu,59,Dharmapuri,RAJENDRAN.D.K.,MALE,63.0,GENERAL,AMMKMNKZ,Pressure Cooker,11166,60,11226,5.17,269773
Tamil Nadu,59,Dharmapuri,SENTHIL KUMAR (A) SENTHIL.A.,MALE,43.0,GENERAL,NTK,Ganna Kisan,8609,91,8700,4.0,269773
Tamil Nadu,59,Dharmapuri,JAYAVENKATESAN.S.K.,MALE,38.0,GENERAL,MNM,Battery Torch,5034,49,5083,2.34,269773
Tamil Nadu,59,Dharmapuri,NATARAJAN.M.,MALE,46.0,GENERAL,APTADMK,Jackfruit,1890,7,1897,0.87,269773
Tamil Nadu,59,Dharmapuri,NOTA,,,,NOTA,NOTA,1713,13,1726,0.79,269773
Tamil Nadu,59,Dharmapuri,NATARAJAN.V.,MALE,48.0,GENERAL,IND,Water Melon,716,2,718,0.33,269773
Tamil Nadu,59,Dharmapuri,TAMILARASAN.S.,MALE,63.0,GENERAL,IND,Pot,654,0,654,0.3,269773
Tamil Nadu,59,Dharmapuri,PERUMAL.P,MALE,65.0,SC,BSP,Elephant,462,2,464,0.21,269773
Tamil Nadu,59,Dharmapuri,SUBRAMANI.K.,MALE,49.0,GENERAL,IND,DIAMOND,364,0,364,0.17,269773
Tamil Nadu,59,Dharmapuri,MANIGANDAN.E.V.,MALE,41.0,GENERAL,IND,Well,355,2,357,0.16,269773
Tamil Nadu,59,Dharmapuri,SUBRAMANI.T.,MALE,62.0,GENERAL,IND,COCONUT FARM,304,0,304,0.14,269773
Tamil Nadu,59,Dharmapuri,SHANMUGAM.P.,MALE,43.0,GENERAL,IND,Cauliflower,236,1,237,0.11,269773
Tamil Nadu,59,Dharmapuri,SAKTHIVEL.P.,MALE,46.0,GENERAL,DMSK,Football,210,3,213,0.1,269773
Tamil Nadu,59,Dharmapuri,RAMASAMY.T.,MALE,64.0,GENERAL,MIDP,CCTV Camera,208,0,208,0.1,269773
Tamil Nadu,59,Dharmapuri,MANI.L.,MALE,63.0,SC,DAMK,Gas Cylinder,194,0,194,0.09,269773
Tamil Nadu,59,Dharmapuri,PALANI.S.K.,MALE,65.0,GENERAL,IND,Auto- Rickshaw,160,0,160,0.07,269773
Tamil Nadu,59,Dharmapuri,SUNDARAMOORTHY.M.,MALE,41.0,GENERAL,IND,Bat,126,1,127,0.06,269773
Tamil Nadu,59,Dharmapuri,VENKATESWARAN.B.,MALE,35.0,GENERAL,IND,Grapes,114,3,117,0.05,269773
Tamil Nadu,59,Dharmapuri,SUBRAMANI.P.,MALE,60.0,GENERAL,IND,Green Chilli,110,0,110,0.05,269773
Tamil Nadu,59,Dharmapuri,RAJENDRAN.K.,MALE,42.0,GENERAL,IND,BOX,74,0,74,0.03,269773
Tamil Nadu,60,Pappireddipatti,GOVINDASAMY.A,MALE,49.0,GENERAL,ADMK,Two Leaves,113397,1110,114507,51.81,265487
Tamil Nadu,60,Pappireddipatti,PRABHU RAJASEKAR.M,MALE,37.0,GENERAL,DMK,Rising Sun,75831,1733,77564,35.1,265487
Tamil Nadu,60,Pappireddipatti,PALANIAPPAN.P,MALE,59.0,GENERAL,AMMKMNKZ,Pressure Cooker,15597,266,15863,7.18,265487
Tamil Nadu,60,Pappireddipatti,RAMESH.R,MALE,38.0,ST,NTK,Ganna Kisan,7490,83,7573,3.43,265487
Tamil Nadu,60,Pappireddipatti,SRINIVASAN,MALE,33.0,GENERAL,MNM,Battery Torch,1720,9,1729,0.78,265487
Tamil Nadu,60,Pappireddipatti,NOTA,,,,NOTA,NOTA,1330,8,1338,0.61,265487
Tamil Nadu,60,Pappireddipatti,GOPI.K,MALE,45.0,SC,BSP,Elephant,623,2,625,0.28,265487
Tamil Nadu,60,Pappireddipatti,GOVINDHASAMY.R,MALE,50.0,GENERAL,IND,Peas,426,6,432,0.2,265487
Tamil Nadu,60,Pappireddipatti,MURUGAN.S,MALE,48.0,GENERAL,IND,Bead Necklace,299,1,300,0.14,265487
Tamil Nadu,60,Pappireddipatti,VEERAMANI.T,MALE,46.0,GENERAL,IND,Road Roller,257,0,257,0.12,265487
Tamil Nadu,60,Pappireddipatti,ANAND KUMAR.K,MALE,53.0,GENERAL,IND,Capsicum,186,1,187,0.08,265487
Tamil Nadu,60,Pappireddipatti,MURUGAN.R,MALE,44.0,SC,AMPK,Glass Tumbler,149,1,150,0.07,265487
Tamil Nadu,60,Pappireddipatti,ELANGO.S.Dr,MALE,61.0,GENERAL,IND,Cauliflower,130,0,130,0.06,265487
Tamil Nadu,60,Pappireddipatti,MANIVANNAN.K,MALE,60.0,GENERAL,IND,Chimney,121,2,123,0.06,265487
Tamil Nadu,60,Pappireddipatti,PALANIAPPAN.R,MALE,43.0,GENERAL,IND,Letter Box,120,2,122,0.06,265487
Tamil Nadu,60,Pappireddipatti,SELVAM.P,MALE,34.0,GENERAL,IND,Balloon,89,5,94,0.04,265487
Tamil Nadu,61,Harur,SAMPATHKUMAR.V,MALE,46.0,SC,ADMK,Two Leaves,98130,931,99061,49.89,250120
Tamil Nadu,61,Harur,KUMAR.A,MALE,45.0,SC,CPI(M),"Hammer, Sickle and Star",67358,1341,68699,34.6,250120
Tamil Nadu,61,Harur,MURUGAN.R,MALE,55.0,SC,AMMKMNKZ,Pressure Cooker,14161,166,14327,7.22,250120
Tamil Nadu,61,Harur,KEERTHANA.K,FEMALE,30.0,SC,NTK,Ganna Kisan,10830,120,10950,5.51,250120
Tamil Nadu,61,Harur,NOTA,,,,NOTA,NOTA,2232,17,2249,1.13,250120
Tamil Nadu,61,Harur,SIVAKUMAR.A,MALE,46.0,SC,BSP,Elephant,920,0,920,0.46,250120
Tamil Nadu,61,Harur,MURUGAN.R,MALE,35.0,SC,IND,Frying Pan,520,1,521,0.26,250120
Tamil Nadu,61,Harur,PARTHIPAN.P,MALE,52.0,SC,IND,COMPUTER,409,4,413,0.21,250120
Tamil Nadu,61,Harur,KARUTHOVIYAM.P,MALE,32.0,SC,MIDP,CCTV Camera,377,5,382,0.19,250120
Tamil Nadu,61,Harur,SATHEESHKUMAR.S,MALE,27.0,SC,IJK,Brush,275,7,282,0.14,250120
Tamil Nadu,61,Harur,KUMAR.P,MALE,36.0,SC,IND,Dish Antenna,263,2,265,0.13,250120
Tamil Nadu,61,Harur,PALANI.C,MALE,49.0,SC,IND,Wool and Needle,172,1,173,0.09,250120
Tamil Nadu,61,Harur,CHINNASAMY.K,MALE,55.0,SC,DAMK,BOX,168,1,169,0.09,250120
Tamil Nadu,61,Harur,SARATHKUMAR.M,MALE,31.0,SC,IND,Scissors,153,1,154,0.08,250120
Tamil Nadu,62,Chengam,GIRI.M.P,MALE,46.0,SC,DMK,Rising Sun,106185,1896,108081,48.26,275419
Tamil Nadu,62,Chengam,NAINAKANNU.M.S,MALE,53.0,SC,ADMK,Two Leaves,95280,1231,96511,43.09,275419
Tamil Nadu,62,Chengam,VENNILA.S,FEMALE,34.0,SC,NTK,Ganna Kisan,11980,100,12080,5.39,275419
Tamil Nadu,62,Chengam,ANBU.S,MALE,37.0,SC,DMDK,Nagara,2741,28,2769,1.24,275419
Tamil Nadu,62,Chengam,NOTA,,,,NOTA,NOTA,1079,6,1085,0.48,275419
Tamil Nadu,62,Chengam,SUGANRAJ.S,MALE,33.0,SC,IJK,Auto- Rickshaw,823,5,828,0.37,275419
Tamil Nadu,62,Chengam,SHANMUGAM.G,MALE,65.0,SC,BSP,Elephant,790,11,801,0.36,275419
Tamil Nadu,62,Chengam,VIJAYACHANDRAN.G,MALE,26.0,SC,IND,Bat,417,0,417,0.19,275419
Tamil Nadu,62,Chengam,SELVARAJI.V,MALE,47.0,SC,IND,Tractor Chalata Kisan,379,2,381,0.17,275419
Tamil Nadu,62,Chengam,DHINAKARAN.H,MALE,36.0,SC,IND,Binoculars,200,0,200,0.09,275419
Tamil Nadu,62,Chengam,BASKAR.S,MALE,43.0,SC,NGPP,Pot,171,3,174,0.08,275419
Tamil Nadu,62,Chengam,SIVAPRAKASH.K,MALE,42.0,SC,IND,Pineapple,139,34,173,0.08,275419
Tamil Nadu,62,Chengam,SHARMA.S,MALE,34.0,SC,IND,Air Conditioner,85,42,127,0.06,275419
Tamil Nadu,62,Chengam,ARUNKUMAR.M,MALE,36.0,SC,IND,Brick,111,1,112,0.05,275419
Tamil Nadu,62,Chengam,ANBAZHAGAN.P.G,MALE,50.0,SC,IND,Noodles Bowl,110,2,112,0.05,275419
Tamil Nadu,62,Chengam,SIVAKUMAR.J,MALE,40.0,SC,IND,Laptop,99,0,99,0.04,275419
Tamil Nadu,63,Tiruvannamalai,E V VELU,MALE,71.0,GENERAL,DMK,Rising Sun,134987,2889,137876,66.02,286589
Tamil Nadu,63,Tiruvannamalai,S THANIGAIVEL,MALE,46.0,GENERAL,BJP,Lotus,42836,367,43203,20.69,286589
Tamil Nadu,63,Tiruvannamalai,J KAMALAKKANNAN,MALE,39.0,GENERAL,NTK,Ganna Kisan,13894,101,13995,6.7,286589
Tamil Nadu,63,Tiruvannamalai,ARUL R,MALE,46.0,GENERAL,MNM,Battery torch,6169,77,6246,2.99,286589
Tamil Nadu,63,Tiruvannamalai,NOTA,,,,NOTA,NOTA,2170,24,2194,1.05,286589
Tamil Nadu,63,Tiruvannamalai,A G PANCHATCHARAM,MALE,68.0,GENERAL,AMMKMNKZ,Pressure Cooker,2088,20,2108,1.01,286589
Tamil Nadu,63,Tiruvannamalai,J JAMEEL BASHA,MALE,41.0,GENERAL,IND,DIAMOND,774,6,780,0.37,286589
Tamil Nadu,63,Tiruvannamalai,J AGNI SELVARASU,MALE,38.0,GENERAL,NADLMMKLK,Fountain,545,3,548,0.26,286589
Tamil Nadu,63,Tiruvannamalai,KOTHANDAPANI.B,MALE,44.0,SC,BSP,Elephant,460,6,466,0.22,286589
Tamil Nadu,63,Tiruvannamalai,K VINAYAGAM,MALE,34.0,SC,IND,Scissors,430,0,430,0.21,286589
Tamil Nadu,63,Tiruvannamalai,R G VASUDEVAN,MALE,33.0,GENERAL,IND,Capsicum,291,0,291,0.14,286589
Tamil Nadu,63,Tiruvannamalai,N PALANI,MALE,53.0,GENERAL,IND,Auto- Rickshaw,145,19,164,0.08,286589
Tamil Nadu,63,Tiruvannamalai,D MANIMARAN,MALE,34.0,SC,IND,Ring,152,5,157,0.08,286589
Tamil Nadu,63,Tiruvannamalai,A NAKKEERAN,MALE,46.0,GENERAL,IND,Gas Cylinder,142,4,146,0.07,286589
Tamil Nadu,63,Tiruvannamalai,S K SELVAM,MALE,51.0,GENERAL,VTVTK,Pestle and Mortar,130,1,131,0.06,286589
Tamil Nadu,63,Tiruvannamalai,R CHANDRAKANTH PILLAI,MALE,37.0,GENERAL,NGPP,Pot,98,3,101,0.05,286589
Tamil Nadu,64,Kilpennathur,K.Pitchandi,MALE,67.0,GENERAL,DMK,Rising Sun,102713,1962,104675,51.34,253562
Tamil Nadu,64,Kilpennathur,K.Selvakumar,MALE,44.0,GENERAL,PMK,Mango,76854,1034,77888,38.2,253562
Tamil Nadu,64,Kilpennathur,Dr.R.Rameshbabu,MALE,44.0,GENERAL,NTK,Ganna Kisan,11464,77,11541,5.66,253562
Tamil Nadu,64,Kilpennathur,P.Karthikeyan,MALE,42.0,GENERAL,AMMKMNKZ,Pressure Cooker,2172,19,2191,1.07,253562
Tamil Nadu,64,Kilpennathur,V.Suganantham,MALE,43.0,GENERAL,MNM,Battery torch,1431,6,1437,0.7,253562
Tamil Nadu,64,Kilpennathur,NOTA,,,,NOTA,NOTA,954,7,961,0.47,253562
Tamil Nadu,64,Kilpennathur,M.Murugan,MALE,46.0,GENERAL,IND,Water Melon,835,9,844,0.41,253562
Tamil Nadu,64,Kilpennathur,R.Subash Chandra Bose,MALE,39.0,SC,BSP,Elephant,593,5,598,0.29,253562
Tamil Nadu,64,Kilpennathur,S.Sasikumar,MALE,46.0,GENERAL,IND,Capsicum,592,5,597,0.29,253562
Tamil Nadu,64,Kilpennathur,A.R.Elumalai,MALE,55.0,GENERAL,VTVTK,Pestle and Mortar,497,7,504,0.25,253562
Tamil Nadu,64,Kilpennathur,M.Sampathraj,MALE,40.0,GENERAL,IND,Cauliflower,415,2,417,0.2,253562
Tamil Nadu,64,Kilpennathur,Sakthivel,MALE,37.0,SC,IND,DIAMOND,407,1,408,0.2,253562
Tamil Nadu,64,Kilpennathur,N.Thangaraj,MALE,52.0,GENERAL,MKLMNTRAPR,Bat,313,4,317,0.16,253562
Tamil Nadu,64,Kilpennathur,M.Dhinakaran,MALE,28.0,GENERAL,IND,COMPUTER,251,20,271,0.13,253562
Tamil Nadu,64,Kilpennathur,Farmer Jayaraman,MALE,46.0,GENERAL,AMAK,Gas Cylinder,236,3,239,0.12,253562
Tamil Nadu,64,Kilpennathur,P.Ganeshraja,MALE,32.0,GENERAL,IND,Pen Nib with Seven Rays,194,3,197,0.1,253562
Tamil Nadu,64,Kilpennathur,M.Athiyaman,MALE,27.0,GENERAL,IND,Grapes,185,0,185,0.09,253562
Tamil Nadu,64,Kilpennathur,C.Jothi,FEMALE,46.0,GENERAL,IND,Dish Antenna,151,1,152,0.07,253562
Tamil Nadu,64,Kilpennathur,A.Venkatesan,MALE,44.0,GENERAL,RPPRINAT,Helicopter,147,0,147,0.07,253562
Tamil Nadu,64,Kilpennathur,G.krishnamurthy,MALE,49.0,SC,IND,T.V. Remote,86,39,125,0.06,253562
Tamil Nadu,64,Kilpennathur,M.Mohanraja,MALE,40.0,SC,IND,Saw,117,0,117,0.06,253562
Tamil Nadu,64,Kilpennathur,R.Lourdammal,FEMALE,60.0,GENERAL,IND,Electric Pole,75,0,75,0.04,253562
Tamil Nadu,65,Kalasapakkam,Saravanan.P.S.T,MALE,52.0,GENERAL,DMK,Rising Sun,92712,1422,94134,47.92,243655
Tamil Nadu,65,Kalasapakkam,Panneerselvam.V,MALE,48.0,GENERAL,ADMK,Two Leaves,84070,842,84912,43.23,243655
Tamil Nadu,65,Kalasapakkam,Balaji.E,MALE,35.0,GENERAL,NTK,Ganna Kisan,8748,74,8822,4.49,243655
Tamil Nadu,65,Kalasapakkam,Nehru.M,MALE,57.0,GENERAL,DMDK,Nagara,2738,18,2756,1.4,243655
Tamil Nadu,65,Kalasapakkam,NOTA,,,,NOTA,NOTA,1586,9,1595,0.81,243655
Tamil Nadu,65,Kalasapakkam,Tirunavukarasu.M,MALE,53.0,GENERAL,IND,Electric Pole,755,10,765,0.39,243655
