STATE_UT_NAME,AC_NO,AC_NAME,CANDIDATE_NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL_VOTES,POSTAL_VOTES,TOTAL_VOTES,VOTES_POLLED_PCT,TOTAL_ELECTORS
Tamil Nadu,166,Thiruthuraipoondi,SENGUTTUVAN M,MALE,44.0,SC,IND,Sewing Machine,133,3,136,0.07,240072
Tamil Nadu,166,Thiruthuraipoondi,SIVAPRAKASAM V,MALE,34.0,SC,IND,Water Melon,128,1,129,0.07,240072
Tamil Nadu,167,Mannargudi,RAJAA T R B,MALE,44.0,GENERAL,DMK,Rising Sun,86071,1101,87172,45.11,260042
Tamil Nadu,167,Mannargudi,RAJAMANICKAM SIVA,MALE,75.0,GENERAL,ADMK,Two Leaves,49570,209,49779,25.76,260042
Tamil Nadu,167,Mannargudi,KAMARAJ S,MALE,54.0,GENERAL,AMMKMNKZ,Pressure Cooker,40271,210,40481,20.95,260042
Tamil Nadu,167,Mannargudi,ARAVINDAN RAMA,MALE,51.0,GENERAL,NTK,Ganna Kisan,10398,40,10438,5.4,260042
Tamil Nadu,167,Mannargudi,KUMARESAN T,MALE,60.0,GENERAL,IND,Jackfruit,1837,8,1845,0.95,260042
Tamil Nadu,167,Mannargudi,ANBANANDAM S,MALE,67.0,GENERAL,MNM,Battery torch,1358,8,1366,0.71,260042
Tamil Nadu,167,Mannargudi,NOTA,,,,NOTA,NOTA,955,5,960,0.5,260042
Tamil Nadu,167,Mannargudi,SATHISKUMAR S,MALE,33.0,SC,PT,Television,584,4,588,0.3,260042
Tamil Nadu,167,Mannargudi,MURUGAN S,MALE,31.0,SC,IND,Cauliflower,376,2,378,0.2,260042
Tamil Nadu,167,Mannargudi,MARIMUTHU A.V.M,MALE,62.0,GENERAL,IND,BUCKET,124,1,125,0.06,260042
Tamil Nadu,167,Mannargudi,BARADHIDASAN T,MALE,38.0,SC,IND,Electric Pole,95,2,97,0.05,260042
Tamil Nadu,168,Thiruvarur,KALAIVANAN POONDI K.,MALE,56.0,GENERAL,DMK,Rising Sun,107540,1366,108906,52.29,282708
Tamil Nadu,168,Thiruvarur,PANNERSELVAM A.N.R.,MALE,61.0,GENERAL,ADMK,Two Leaves,57439,293,57732,27.72,282708
Tamil Nadu,168,Thiruvarur,VINOTHINI R.,FEMALE,30.0,SC,NTK,Ganna Kisan,26211,89,26300,12.63,282708
Tamil Nadu,168,Thiruvarur,NASEEMA BANU M.A.,FEMALE,47.0,GENERAL,SDPI,Pressure Cooker,6348,16,6364,3.06,282708
Tamil Nadu,168,Thiruvarur,KABILARASAN P.,MALE,35.0,GENERAL,MNM,Battery torch,4034,34,4068,1.95,282708
Tamil Nadu,168,Thiruvarur,NOTA,,,,NOTA,NOTA,1646,7,1653,0.79,282708
Tamil Nadu,168,Thiruvarur,THIYAGASUNDARAM N.,MALE,28.0,GENERAL,TNLK,Ring,1000,8,1008,0.48,282708
Tamil Nadu,168,Thiruvarur,GOMATHI A.,FEMALE,39.0,SC,BSP,Elephant,716,4,720,0.35,282708
Tamil Nadu,168,Thiruvarur,PANNEERSELVAM J.,MALE,47.0,GENERAL,IND,COCONUT FARM,530,1,531,0.25,282708
Tamil Nadu,168,Thiruvarur,THIYAGARAJAN M.,MALE,50.0,SC,PT,Television,285,8,293,0.14,282708
Tamil Nadu,168,Thiruvarur,MOHAMED HALITH A.,MALE,25.0,GENERAL,IND,Batsman,247,0,247,0.12,282708
Tamil Nadu,168,Thiruvarur,MUTHARASAN S.,MALE,35.0,GENERAL,IND,Electric Pole,200,2,202,0.1,282708
Tamil Nadu,168,Thiruvarur,AMANULLAH R.S.A.,MALE,58.0,GENERAL,IND,Bat,163,0,163,0.08,282708
Tamil Nadu,168,Thiruvarur,ANBAZHAGAN T.,MALE,40.0,GENERAL,IND,Hat,101,2,103,0.05,282708
Tamil Nadu,169,Nannilam,KAMARAJ R,MALE,60.0,GENERAL,ADMK,Two Leaves,103236,401,103637,46.7,272305
Tamil Nadu,169,Nannilam,JOTHIRAMAN S,MALE,57.0,GENERAL,DMK,Rising Sun,98409,804,99213,44.7,272305
Tamil Nadu,169,Nannilam,FATHIMA FARHANA S,FEMALE,27.0,GENERAL,NTK,Ganna Kisan,13377,42,13419,6.05,272305
Tamil Nadu,169,Nannilam,RAMACHANDRAN N,MALE,63.0,GENERAL,AMMKMNKZ,Pressure Cooker,2070,6,2076,0.94,272305
Tamil Nadu,169,Nannilam,NOTA,,,,NOTA,NOTA,1188,2,1190,0.54,272305
Tamil Nadu,169,Nannilam,RAVICHANDRAN R,MALE,36.0,SC,BSP,Elephant,711,0,711,0.32,272305
Tamil Nadu,169,Nannilam,GANESAN D,MALE,35.0,GENERAL,IJK,Auto- Rickshaw,379,2,381,0.17,272305
Tamil Nadu,169,Nannilam,NATARAJAN C,MALE,49.0,GENERAL,IND,BUCKET,352,0,352,0.16,272305
Tamil Nadu,169,Nannilam,ANUSHA T,FEMALE,41.0,GENERAL,IND,Gift Pack,203,3,206,0.09,272305
Tamil Nadu,169,Nannilam,MURUGAVEL M,MALE,39.0,GENERAL,ADK,Hat,163,1,164,0.07,272305
Tamil Nadu,169,Nannilam,TAMIL SELVAN,MALE,52.0,GENERAL,IND,Scissors,153,0,153,0.07,272305
Tamil Nadu,169,Nannilam,RAJA S,MALE,43.0,GENERAL,IND,Brief Case,125,0,125,0.06,272305
Tamil Nadu,169,Nannilam,PANASAI ARANGAN K N,MALE,58.0,GENERAL,DMSK,Football,111,0,111,0.05,272305
Tamil Nadu,169,Nannilam,NITHIYANANTHAM S,MALE,45.0,GENERAL,AMAK,Gas Cylinder,81,0,81,0.04,272305
Tamil Nadu,169,Nannilam,KUMARAN R,MALE,28.0,GENERAL,IND,Binoculars,77,1,78,0.04,272305
Tamil Nadu,169,Nannilam,KRISHNAN K,MALE,40.0,GENERAL,IND,Baby Walker,46,1,47,0.02,272305
Tamil Nadu,170,Thiruvidaimarudur,"CHEZHIAAN, GOVI.",MALE,54.0,SC,DMK,Rising Sun,94602,1161,95763,48.26,259518
Tamil Nadu,170,Thiruvidaimarudur,"UNION VEERAMANI, S.",MALE,58.0,SC,ADMK,Two Leaves,84703,380,85083,42.87,259518
Tamil Nadu,170,Thiruvidaimarudur,"DIVYA BHARATHI, M.",FEMALE,26.0,SC,NTK,Ganna Kisan,11147,29,11176,5.63,259518
Tamil Nadu,170,Thiruvidaimarudur,"PURATCHI MANI, M.",MALE,39.0,SC,BSP,Elephant,1825,14,1839,0.93,259518
Tamil Nadu,170,Thiruvidaimarudur,"KUDANTHAI ARASAN, J.",MALE,48.0,SC,AMMKMNKZ,Pressure Cooker,1736,10,1746,0.88,259518
Tamil Nadu,170,Thiruvidaimarudur,NOTA,,,,NOTA,NOTA,1233,7,1240,0.62,259518
Tamil Nadu,170,Thiruvidaimarudur,"KANNAIYAN, T.",MALE,60.0,SC,CPI(ML)(L),Flag with Three Stars,574,2,576,0.29,259518
Tamil Nadu,170,Thiruvidaimarudur,"MARIMUTHU, G.",MALE,51.0,SC,IND,Balloon,245,0,245,0.12,259518
Tamil Nadu,170,Thiruvidaimarudur,"MADHANKUMAR, R.",MALE,35.0,SC,IJK,Black Board,222,4,226,0.11,259518
Tamil Nadu,170,Thiruvidaimarudur,"MARIYAPPAN, N.",MALE,37.0,SC,IND,Batsman,198,0,198,0.1,259518
Tamil Nadu,170,Thiruvidaimarudur,"MATHI, M.",MALE,42.0,SC,IND,Bat,102,0,102,0.05,259518
Tamil Nadu,170,Thiruvidaimarudur,"SURESH, R.",MALE,31.0,SC,AMPK,Glass Tumbler,78,0,78,0.04,259518
Tamil Nadu,170,Thiruvidaimarudur,"KANNAIYAN, N.",MALE,64.0,SC,IND,Air Conditioner,62,6,68,0.03,259518
Tamil Nadu,170,Thiruvidaimarudur,"NEDUMARAN, S.",MALE,39.0,SC,IND,Bead Necklace,66,2,68,0.03,259518
Tamil Nadu,170,Thiruvidaimarudur,"DHANASEKAR, V.",MALE,36.0,SC,IND,Baby Walker,38,0,38,0.02,259518
Tamil Nadu,171,Kumbakonam,"ANBALAGAN, G.",MALE,71.0,GENERAL,DMK,Rising Sun,94284,1773,96057,48.62,273097
Tamil Nadu,171,Kumbakonam,"SRITHAR VANDAYAR, G.M.",MALE,65.0,GENERAL,ADMK,Two Leaves,74334,340,74674,37.8,273097
Tamil Nadu,171,Kumbakonam,"ANANDH, M.",MALE,34.0,GENERAL,NTK,Ganna Kisan,12419,61,12480,6.32,273097
Tamil Nadu,171,Kumbakonam,"BALAMURUGAN, S.",MALE,47.0,GENERAL,AMMKMNKZ,Pressure Cooker,6475,48,6523,3.3,273097
Tamil Nadu,171,Kumbakonam,"GOPALAKRISHNAN, G.",MALE,51.0,GENERAL,MNM,Battery torch,5234,42,5276,2.67,273097
Tamil Nadu,171,Kumbakonam,NOTA,,,,NOTA,NOTA,1623,25,1648,0.83,273097
Tamil Nadu,171,Kumbakonam,"GURUMOORTHI, D.",MALE,42.0,GENERAL,IND,DIAMOND,229,5,234,0.12,273097
Tamil Nadu,171,Kumbakonam,"AYYAPPAN, M.",MALE,31.0,SC,IND,Ring,208,1,209,0.11,273097
Tamil Nadu,171,Kumbakonam,"VIJAYAKUMAR, C.",MALE,67.0,GENERAL,IND,Scissors,190,0,190,0.1,273097
Tamil Nadu,171,Kumbakonam,"SUBRAMANIAN, P.",MALE,44.0,GENERAL,IND,Auto- Rickshaw,151,2,153,0.08,273097
Tamil Nadu,171,Kumbakonam,"PRAKASH, P.",MALE,29.0,GENERAL,IND,Balloon,119,1,120,0.06,273097
Tamil Nadu,172,Papanasam,"Dr.JAWAHIRULLAH, M.H.",MALE,61.0,GENERAL,DMK,Rising Sun,85401,1166,86567,43.95,260941
Tamil Nadu,172,Papanasam,"GOPINATHAN, K.",MALE,51.0,GENERAL,ADMK,Two Leaves,69809,485,70294,35.69,260941
Tamil Nadu,172,Papanasam,"RENGASAMY, M.",MALE,64.0,GENERAL,AMMKMNKZ,Pressure Cooker,19593,185,19778,10.04,260941
Tamil Nadu,172,Papanasam,"KRISHNAKUMAR, N.",MALE,46.0,GENERAL,NTK,Ganna Kisan,14645,79,14724,7.47,260941
Tamil Nadu,172,Papanasam,"SHANTHA, K.",FEMALE,40.0,GENERAL,MNM,Battery torch,2010,22,2032,1.03,260941
Tamil Nadu,172,Papanasam,NOTA,,,,NOTA,NOTA,1190,14,1204,0.61,260941
Tamil Nadu,172,Papanasam,"GOPINATHAN, R.",MALE,37.0,GENERAL,IND,Peas,559,8,567,0.29,260941
Tamil Nadu,172,Papanasam,"RAJA, A.",MALE,35.0,SC,IND,Tiller,474,3,477,0.24,260941
Tamil Nadu,172,Papanasam,"RAJA, A.M.",MALE,60.0,GENERAL,IND,Hand Cart,411,1,412,0.21,260941
Tamil Nadu,172,Papanasam,"MUTHUKUMAR, R.",MALE,33.0,GENERAL,AMPK,Glass Tumbler,251,1,252,0.13,260941
Tamil Nadu,172,Papanasam,"GOPI, N.",MALE,46.0,GENERAL,IND,Pineapple,200,11,211,0.11,260941
Tamil Nadu,172,Papanasam,"MEHRAJ BANU, N.",FEMALE,45.0,GENERAL,AIJYMKG,Mixee,166,3,169,0.09,260941
Tamil Nadu,172,Papanasam,"XAVIER, S.",MALE,53.0,GENERAL,IND,Television,159,4,163,0.08,260941
Tamil Nadu,172,Papanasam,"THIYAGARAJAN, V.",MALE,34.0,SC,IND,Dish Antenna,130,2,132,0.07,260941
Tamil Nadu,173,Thiruvaiyaru,DURAI.CHANDRASEKARAN,MALE,61.0,GENERAL,DMK,Rising Sun,101959,1251,103210,48.82,268590
Tamil Nadu,173,Thiruvaiyaru,"VENKATESAN, S.",MALE,58.0,GENERAL,BJP,Lotus,49284,276,49560,23.44,268590
Tamil Nadu,173,Thiruvaiyaru,"KARTHIKEYAN, V.",MALE,44.0,GENERAL,AMMKMNKZ,Pressure Cooker,37310,159,37469,17.72,268590
Tamil Nadu,173,Thiruvaiyaru,"SENTHILNATHAN, D.",MALE,39.0,GENERAL,NTK,Ganna Kisan,15727,93,15820,7.48,268590
Tamil Nadu,173,Thiruvaiyaru,"UTHIRAPATHI, G.",MALE,42.0,SC,PT,Television,1197,18,1215,0.57,268590
Tamil Nadu,173,Thiruvaiyaru,NOTA,,,,NOTA,NOTA,1173,7,1180,0.56,268590
Tamil Nadu,173,Thiruvaiyaru,"THIRUMARAN, P.S.",MALE,45.0,GENERAL,IND,Black Board,1089,4,1093,0.52,268590
Tamil Nadu,173,Thiruvaiyaru,ASWIN,MALE,28.0,SC,BSP,Elephant,530,0,530,0.25,268590
Tamil Nadu,173,Thiruvaiyaru,"RAJKUMAR, R.",MALE,26.0,GENERAL,IND,Sofa,367,1,368,0.17,268590
Tamil Nadu,173,Thiruvaiyaru,"VIJAYAKUMAR, S.",MALE,44.0,GENERAL,APTADMK,Jackfruit,255,2,257,0.12,268590
Tamil Nadu,173,Thiruvaiyaru,"BACKIYARAJ, V.",MALE,39.0,SC,AMAK,Gas Cylinder,252,0,252,0.12,268590
Tamil Nadu,173,Thiruvaiyaru,"SINGARAVADIVEL, S.",MALE,27.0,GENERAL,IND,Grapes,238,2,240,0.11,268590
Tamil Nadu,173,Thiruvaiyaru,"SIVARAMAN, T.",MALE,43.0,SC,MSKK,T.V. Remote,236,0,236,0.11,268590
Tamil Nadu,174,Thanjavur,"NEELAMEGAM, T.K.G.",MALE,57.0,GENERAL,DMK,Rising Sun,100786,2986,103772,53.25,290936
Tamil Nadu,174,Thanjavur,"ARIVUDAINAMBI, V.",MALE,51.0,GENERAL,ADMK,Two Leaves,56173,450,56623,29.06,290936
Tamil Nadu,174,Thanjavur,"SUBADEVI, R.",FEMALE,39.0,GENERAL,NTK,Ganna Kisan,17220,146,17366,8.91,290936
Tamil Nadu,174,Thanjavur,"SUNDARAMOHAN, G.",MALE,49.0,GENERAL,MNM,Battery torch,9600,81,9681,4.97,290936
Tamil Nadu,174,Thanjavur,"DR.RAMANATHAN, P.",MALE,49.0,GENERAL,DMDK,Nagara,4190,56,4246,2.18,290936
Tamil Nadu,174,Thanjavur,NOTA,,,,NOTA,NOTA,1915,23,1938,0.99,290936
Tamil Nadu,174,Thanjavur,"KARIKALA CHOLAN, S.",MALE,37.0,GENERAL,NCP,Clock,274,7,281,0.14,290936
Tamil Nadu,174,Thanjavur,"VASUKI, N.",FEMALE,45.0,GENERAL,IND,Sitar,256,4,260,0.13,290936
Tamil Nadu,174,Thanjavur,"XAVIER, A.",MALE,69.0,GENERAL,PPIS,Ring,214,3,217,0.11,290936
Tamil Nadu,174,Thanjavur,"DINESH BABU, D.",MALE,34.0,GENERAL,IND,Water Melon,141,1,142,0.07,290936
Tamil Nadu,174,Thanjavur,"SANTHOSH, M.",MALE,42.0,SC,IND,Grapes,119,3,122,0.06,290936
Tamil Nadu,174,Thanjavur,"BHARATH, B.",MALE,34.0,GENERAL,IND,Scissors,105,5,110,0.06,290936
Tamil Nadu,174,Thanjavur,"SABTHAGIRI, R.",MALE,30.0,GENERAL,IND,Dish Antenna,100,1,101,0.05,290936
Tamil Nadu,175,Orathanadu,"VAITHILINGAM, R.",MALE,66.0,GENERAL,ADMK,Two Leaves,89516,547,90063,46.95,243747
Tamil Nadu,175,Orathanadu,"RAMCHANDRAN, M.",MALE,76.0,GENERAL,DMK,Rising Sun,60471,757,61228,31.92,243747
Tamil Nadu,175,Orathanadu,"SEKAR, M.",MALE,58.0,GENERAL,AMMKMNKZ,Pressure Cooker,25854,168,26022,13.56,243747
Tamil Nadu,175,Orathanadu,"KANDHASAMY, M.",MALE,43.0,GENERAL,NTK,Ganna Kisan,9013,37,9050,4.72,243747
Tamil Nadu,175,Orathanadu,"MOOKKAIYAN, V.",MALE,48.0,GENERAL,IND,Ring,2031,10,2041,1.06,243747
Tamil Nadu,175,Orathanadu,NOTA,,,,NOTA,NOTA,861,6,867,0.45,243747
Tamil Nadu,175,Orathanadu,"RENGASAMY, G.",MALE,59.0,GENERAL,MNM,Battery torch,709,12,721,0.38,243747
Tamil Nadu,175,Orathanadu,"STALIN, R.",MALE,27.0,SC,BSP,Elephant,550,0,550,0.29,243747
Tamil Nadu,175,Orathanadu,"JAYASOORIYAN, T.",MALE,38.0,GENERAL,IND,Pineapple,428,0,428,0.22,243747
Tamil Nadu,175,Orathanadu,"RENGARAJ, S.",MALE,69.0,GENERAL,IND,Gift Pack,317,2,319,0.17,243747
Tamil Nadu,175,Orathanadu,"THANRAJ, R.",MALE,41.0,GENERAL,USIP,Tiller,229,0,229,0.12,243747
Tamil Nadu,175,Orathanadu,"ARUNKUMAR, K.",MALE,26.0,GENERAL,IND,Hat,220,3,223,0.12,243747
Tamil Nadu,175,Orathanadu,"PRABAKARAN, U.",MALE,38.0,GENERAL,AMPK,Glass Tumbler,99,0,99,0.05,243747
Tamil Nadu,176,Pattukkottai,"ANNADURAI, K.",MALE,63.0,GENERAL,DMK,Rising Sun,78060,1005,79065,44.62,245863
Tamil Nadu,176,Pattukkottai,"RENGARAJAN, N.R.",MALE,57.0,GENERAL,ADMK,Two Leaves,53521,275,53796,30.36,245863
Tamil Nadu,176,Pattukkottai,"BALAKRISHNAN, V.",MALE,62.0,GENERAL,IND,Jackfruit,23704,67,23771,13.41,245863
Tamil Nadu,176,Pattukkottai,KEERTHIKA ANBU,FEMALE,30.0,GENERAL,NTK,Ganna Kisan,10694,36,10730,6.06,245863
Tamil Nadu,176,Pattukkottai,"SELVAM, S.D.S.",MALE,49.0,GENERAL,AMMKMNKZ,Pressure Cooker,5191,32,5223,2.95,245863
Tamil Nadu,176,Pattukkottai,"SADASIVAM, B.",MALE,47.0,GENERAL,MNM,Battery Torch,3070,18,3088,1.74,245863
Tamil Nadu,176,Pattukkottai,NOTA,,,,NOTA,NOTA,1019,7,1026,0.58,245863
Tamil Nadu,176,Pattukkottai,"MEIKKAPPAN, T.",MALE,72.0,GENERAL,ADK,Hat,322,0,322,0.18,245863
Tamil Nadu,176,Pattukkottai,"SUNDARRAJ, M.",MALE,59.0,GENERAL,AMPK,Glass Tumbler,178,1,179,0.1,245863
Tamil Nadu,177,Peravurani,"ASHOKKUMAR, N.",MALE,63.0,GENERAL,DMK,Rising Sun,88102,1028,89130,52.17,220162
Tamil Nadu,177,Peravurani,"THIRUGNANASAMBANDAM, S.V.",MALE,57.0,GENERAL,ADMK,Two Leaves,65395,232,65627,38.41,220162
Tamil Nadu,177,Peravurani,"DELIPAN, K.",MALE,43.0,GENERAL,NTK,Ganna Kisan,12109,45,12154,7.11,220162
Tamil Nadu,177,Peravurani,"SIVAKUMAR, M.",MALE,43.0,GENERAL,DMDK,Nagara,1618,5,1623,0.95,220162
Tamil Nadu,177,Peravurani,NOTA,,,,NOTA,NOTA,768,2,770,0.45,220162
Tamil Nadu,177,Peravurani,"PACHAMUTHU, P.",MALE,42.0,GENERAL,IJK,Auto- Rickshaw,552,2,554,0.32,220162
Tamil Nadu,177,Peravurani,"DURAIRAJ, G.",MALE,69.0,GENERAL,BSP,Elephant,493,1,494,0.29,220162
Tamil Nadu,177,Peravurani,"UTHAYAKUMAR, U.",MALE,31.0,SC,IND,Ring,260,2,262,0.15,220162
Tamil Nadu,177,Peravurani,"ELANGOVAN, G.",MALE,62.0,GENERAL,IND,Sewing Machine,236,0,236,0.14,220162
Tamil Nadu,178,Gandarvakkottai,M.Chinnadurai,MALE,58.0,SC,CPI(M),"Hammer, Sickle and Star",68715,995,69710,44.23,201607
Tamil Nadu,178,Gandarvakkottai,S.Jayabharathi,FEMALE,37.0,SC,ADMK,Two Leaves,56681,308,56989,36.16,201607
Tamil Nadu,178,Gandarvakkottai,P.Lenin,MALE,38.0,SC,AMMKMNKZ,Pressure Cooker,12728,112,12840,8.15,201607
Tamil Nadu,178,Gandarvakkottai,M.Ramila,FEMALE,30.0,SC,NTK,Ganna Kisan,12606,55,12661,8.03,201607
Tamil Nadu,178,Gandarvakkottai,NOTA,,,,NOTA,NOTA,1384,6,1390,0.88,201607
Tamil Nadu,178,Gandarvakkottai,P.Asaithambi,MALE,49.0,SC,CPI(ML)(L),Flag with Three Stars,1260,11,1271,0.81,201607
Tamil Nadu,178,Gandarvakkottai,KRM.Adhidravidar,MALE,71.0,SC,MNM,Battery torch,843,5,848,0.54,201607
Tamil Nadu,178,Gandarvakkottai,V.Rethinam,MALE,57.0,SC,IND,Gift Pack,620,0,620,0.39,201607
Tamil Nadu,178,Gandarvakkottai,P.Karthikeyan,MALE,39.0,SC,IND,Ring,286,3,289,0.18,201607
Tamil Nadu,178,Gandarvakkottai,K. Manimuthu,MALE,40.0,SC,IND,Hat,231,1,232,0.15,201607
Tamil Nadu,178,Gandarvakkottai,P.Rengasamy,MALE,35.0,SC,IND,BUCKET,206,0,206,0.13,201607
Tamil Nadu,178,Gandarvakkottai,S.Malarvizhi,FEMALE,47.0,SC,AMAK,Gas Cylinder,188,2,190,0.12,201607
Tamil Nadu,178,Gandarvakkottai,M.Thanaraj,MALE,53.0,SC,NMK,BOX,133,0,133,0.08,201607
Tamil Nadu,178,Gandarvakkottai,V.Ilaiyaraja,MALE,38.0,SC,IND,CHAIN,129,1,130,0.08,201607
Tamil Nadu,178,Gandarvakkottai,Keerai.A.T.Chinnappa,MALE,47.0,SC,IND,Football,109,2,111,0.07,201607
Tamil Nadu,179,Viralimalai,VIJAYA BASKER C,MALE,47.0,GENERAL,ADMK,Two Leaves,101676,503,102179,52.83,225189
Tamil Nadu,179,Viralimalai,PALANIAPPAN,MALE,54.0,GENERAL,DMK,Rising Sun,78028,553,78581,40.63,225189
Tamil Nadu,179,Viralimalai,AZHAGU MEENA P,FEMALE,30.0,GENERAL,NTK,Ganna Kisan,7013,22,7035,3.64,225189
Tamil Nadu,179,Viralimalai,KARTHI PRABHAKARAN O,MALE,51.0,GENERAL,AMMKMNKZ,Pressure Cooker,1220,8,1228,0.63,225189
Tamil Nadu,179,Viralimalai,DHANALAKSHMI.M,FEMALE,46.0,GENERAL,IND,Matchbox,618,2,620,0.32,225189
Tamil Nadu,179,Viralimalai,SARAVANAN R,MALE,37.0,GENERAL,MNM,Battery torch,559,0,559,0.29,225189
Tamil Nadu,179,Viralimalai,THIRUVENTHIRAN V,MALE,32.0,GENERAL,IND,HOCKEY and BALL,508,1,509,0.26,225189
Tamil Nadu,179,Viralimalai,RAMESH M,MALE,40.0,GENERAL,IND,Batsman,504,0,504,0.26,225189
Tamil Nadu,179,Viralimalai,NOTA,,,,NOTA,NOTA,385,0,385,0.2,225189
Tamil Nadu,179,Viralimalai,MANIKANDAN. C,MALE,31.0,GENERAL,IND,Telephone,291,0,291,0.15,225189
Tamil Nadu,179,Viralimalai,ALAGURAJA.V,MALE,45.0,SC,BSP,Elephant,263,0,263,0.14,225189
Tamil Nadu,179,Viralimalai,PALANISAMY A,MALE,51.0,GENERAL,IND,Gift Pack,239,2,241,0.12,225189
Tamil Nadu,179,Viralimalai,ARUMUGAM P,MALE,46.0,SC,PT,Television,213,2,215,0.11,225189
Tamil Nadu,179,Viralimalai,JOTHIVEL A,MALE,48.0,GENERAL,IND,DIAMOND,191,0,191,0.1,225189
Tamil Nadu,179,Viralimalai,BALASUBRAMANIAN M,MALE,32.0,GENERAL,IND,Tooth Brush,156,0,156,0.08,225189
Tamil Nadu,179,Viralimalai,RAJAVARMAN R,MALE,33.0,GENERAL,IND,COCONUT FARM,119,0,119,0.06,225189
Tamil Nadu,179,Viralimalai,RAMESHKUMAR.P,MALE,31.0,SC,IND,Pencil Box,93,0,93,0.05,225189
Tamil Nadu,179,Viralimalai,MANIKANDAN K,MALE,39.0,GENERAL,IND,Sewing Machine,73,0,73,0.04,225189
Tamil Nadu,179,Viralimalai,SYEED MOHAMED J,MALE,38.0,GENERAL,IND,Camera,50,0,50,0.03,225189
Tamil Nadu,179,Viralimalai,ELAYARAJA R,MALE,31.0,GENERAL,IND,Whistle,37,0,37,0.02,225189
Tamil Nadu,179,Viralimalai,SENTHILKUMAR P,MALE,41.0,GENERAL,MIDP,CCTV Camera,35,0,35,0.02,225189
Tamil Nadu,179,Viralimalai,ABDUL NAZAR K,MALE,59.0,GENERAL,IND,Binoculars,33,0,33,0.02,225189
Tamil Nadu,179,Viralimalai,VIJAY A,MALE,38.0,GENERAL,ADK,Hat,26,0,26,0.01,225189
Tamil Nadu,180,Pudukkottai,V . MUTHURAJA,MALE,44.0,GENERAL,DMK,Rising Sun,83792,2010,85802,47.7,244029
Tamil Nadu,180,Pudukkottai,KARTHIK THONDAIMAN,MALE,49.0,GENERAL,ADMK,Two Leaves,72247,554,72801,40.47,244029
Tamil Nadu,180,Pudukkottai,SASIKUMAR,MALE,43.0,GENERAL,NTK,Ganna Kisan,11411,92,11503,6.39,244029
Tamil Nadu,180,Pudukkottai,S . MOORTHY,MALE,52.0,GENERAL,MNM,Battery torch,3920,28,3948,2.19,244029
Tamil Nadu,180,Pudukkottai,M . SUBRAMANIAN,MALE,45.0,GENERAL,DMDK,Nagara,1857,16,1873,1.04,244029
Tamil Nadu,180,Pudukkottai,NOTA,,,,NOTA,NOTA,596,8,604,0.34,244029
Tamil Nadu,180,Pudukkottai,DURAI GUNA,MALE,41.0,SC,IND,Pen Nib with Seven Rays,475,1,476,0.26,244029
Tamil Nadu,180,Pudukkottai,VENGADESHWARAN,MALE,26.0,SC,BSP,Elephant,456,7,463,0.26,244029
Tamil Nadu,180,Pudukkottai,M. SARAVANA DEVA,MALE,49.0,GENERAL,NMK,Saw,416,8,424,0.24,244029
Tamil Nadu,180,Pudukkottai,KARTHIKEYAN,MALE,35.0,GENERAL,IND,Peas,388,5,393,0.22,244029
Tamil Nadu,180,Pudukkottai,V. N. MUTHUKUMAR,MALE,38.0,GENERAL,IND,Almirah,380,0,380,0.21,244029
Tamil Nadu,180,Pudukkottai,A. RAJASEKAR,MALE,37.0,GENERAL,IND,T.V. Remote,250,0,250,0.14,244029
Tamil Nadu,180,Pudukkottai,S . SOUNDAR RAJA,MALE,37.0,GENERAL,IND,Football,204,1,205,0.11,244029
Tamil Nadu,180,Pudukkottai,K . DHANAGOPAL,MALE,41.0,GENERAL,IND,Tractor Chalata Kisan,180,0,180,0.1,244029
Tamil Nadu,180,Pudukkottai,KARUPPAIAH . C,MALE,41.0,GENERAL,IND,Ring,103,1,104,0.06,244029
Tamil Nadu,180,Pudukkottai,KUMAR,MALE,52.0,GENERAL,MIDP,CCTV Camera,95,0,95,0.05,244029
Tamil Nadu,180,Pudukkottai,M . RAJINIKANTH,MALE,38.0,GENERAL,IND,Gift Pack,90,0,90,0.05,244029
Tamil Nadu,180,Pudukkottai,S . SAHUL AMEEDU,MALE,49.0,GENERAL,IND,Iron,88,1,89,0.05,244029
Tamil Nadu,180,Pudukkottai,P. VIJAYAKUMAR,MALE,44.0,GENERAL,IND,Auto- Rickshaw,71,0,71,0.04,244029
Tamil Nadu,180,Pudukkottai,S . KARTHIKEYAN,MALE,41.0,GENERAL,IND,Camera,58,0,58,0.03,244029
Tamil Nadu,180,Pudukkottai,N. VEERIAH,MALE,48.0,GENERAL,IND,Table,42,0,42,0.02,244029
Tamil Nadu,180,Pudukkottai,I . ABDULLAH,MALE,26.0,GENERAL,IND,Air Conditioner,41,0,41,0.02,244029
Tamil Nadu,181,Thirumayam,S.REGUPATHY,MALE,70.0,GENERAL,DMK,Rising Sun,70594,755,71349,41.0,227883
Tamil Nadu,181,Thirumayam,P.K.VAIRAMUTHU,MALE,66.0,GENERAL,ADMK,Two Leaves,69595,372,69967,40.2,227883
Tamil Nadu,181,Thirumayam,K.SELVAKUMAR,MALE,41.0,GENERAL,IND,Matchbox,15111,33,15144,8.7,227883
